学号,姓名,性别,民族,政治面貌,出生日期,手机,邮箱,年级,学院,专业,班级,生源地,辅导员工号
202300166,毛宗翰,男,汉族,中共党员,2005-06-27,15562858234,202300166@hitwh.edu.cn,2023级,汽车工程学院,能源与动力工程,能动2301班,河南郑州,C0005
202300167,崔思远,男,汉族,预备党员,2005-11-26,17670406655,202300167@hitwh.edu.cn,2023级,汽车工程学院,能源与动力工程,能动2301班,山东潍坊,C0005
202300168,汤亦驰,男,回族,预备党员,2005-02-08,13281985673,202300168@hitwh.edu.cn,2023级,汽车工程学院,能源与动力工程,能动2301班,黑龙江哈尔滨,C0005
202300169,邹欣怡,女,汉族,中共党员,2005-06-23,13626299441,202300169@hitwh.edu.cn,2023级,汽车工程学院,能源与动力工程,能动2301班,江苏徐州,C0005
202300170,万俊杰,男,汉族,共青团员,2005-08-26,17267863003,202300170@hitwh.edu.cn,2023级,汽车工程学院,能源与动力工程,能动2301班,江苏徐州,C0005
202300171,孙云舟,男,汉族,共青团员,2005-09-10,18680397642,202300171@hitwh.edu.cn,2023级,汽车工程学院,能源与动力工程,能动2302班,辽宁大连,C0005
202300172,汤朗峰,男,壮族,预备党员,2005-08-01,15748960851,202300172@hitwh.edu.cn,2023级,汽车工程学院,能源与动力工程,能动2302班,辽宁大连,C0005
202300173,彭雨泽,男,汉族,中共党员,2005-04-17,19986348236,202300173@hitwh.edu.cn,2023级,汽车工程学院,能源与动力工程,能动2302班,辽宁大连,C0005
202300174,姚宗翰,男,满族,预备党员,2005-01-22,19761839883,202300174@hitwh.edu.cn,2023级,汽车工程学院,能源与动力工程,能动2302班,山东烟台,C0005
202300175,向思远,男,蒙古族,共青团员,2005-02-20,15871552422,202300175@hitwh.edu.cn,2023级,汽车工程学院,能源与动力工程,能动2302班,山东济南,C0005
202300176,钟晓萱,女,汉族,共青团员,2005-06-17,17114051559,202300176@hitwh.edu.cn,2023级,汽车工程学院,能源与动力工程,能动2302班,河北石家庄,C0005
202300177,黄嘉懿,女,汉族,共青团员,2005-10-27,19094550496,202300177@hitwh.edu.cn,2023级,汽车工程学院,能源与动力工程,能动2302班,山东淄博,C0005
202300178,贾家豪,男,汉族,群众,2005-09-28,19615001226,202300178@hitwh.edu.cn,2023级,汽车工程学院,能源与动力工程,能动2302班,山东临沂,C0005
202300179,许嘉懿,女,蒙古族,共青团员,2005-07-12,18723891443,202300179@hitwh.edu.cn,2023级,汽车工程学院,能源与动力工程,能动2302班,江苏徐州,C0005
202300180,任景行,男,回族,共青团员,2005-07-13,13913888897,202300180@hitwh.edu.cn,2023级,汽车工程学院,能源与动力工程,能动2302班,山东青岛,C0005
202300181,林家豪,男,蒙古族,共青团员,2005-11-15,15416355892,202300181@hitwh.edu.cn,2023级,汽车工程学院,能源与动力工程,能动2302班,山东青岛,C0005
202300182,毛宇轩,男,回族,共青团员,2005-07-20,19138263567,202300182@hitwh.edu.cn,2023级,汽车工程学院,能源与动力工程,能动2302班,山东淄博,C0005
202300183,雷映真,女,朝鲜族,共青团员,2005-10-19,18516819399,202300183@hitwh.edu.cn,2023级,汽车工程学院,能源与动力工程,能动2302班,山东济南,C0005
202300184,杨书瑶,女,回族,群众,2005-01-02,15818484713,202300184@hitwh.edu.cn,2023级,汽车工程学院,能源与动力工程,能动2302班,黑龙江哈尔滨,C0005
202300185,梁宇轩,男,汉族,群众,2005-03-24,15514165285,202300185@hitwh.edu.cn,2023级,汽车工程学院,能源与动力工程,能动2302班,江苏徐州,C0005
202300186,付晓萱,女,汉族,共青团员,2005-05-09,15244767369,202300186@hitwh.edu.cn,2023级,汽车工程学院,能源与动力工程,能动2302班,山东烟台,C0005
202300187,白映真,女,回族,共青团员,2005-11-28,19117804384,202300187@hitwh.edu.cn,2023级,汽车工程学院,能源与动力工程,能动2302班,山东潍坊,C0005
202300188,陆昊天,男,汉族,中共党员,2005-03-13,15389890139,202300188@hitwh.edu.cn,2023级,汽车工程学院,能源与动力工程,能动2302班,山东济南,C0005
202300189,王映真,女,汉族,共青团员,2005-05-28,17402934155,202300189@hitwh.edu.cn,2023级,汽车工程学院,能源与动力工程,能动2302班,河北石家庄,C0005
202300190,邹博文,男,蒙古族,共青团员,2005-03-05,18703603224,202300190@hitwh.edu.cn,2023级,汽车工程学院,能源与动力工程,能动2302班,安徽合肥,C0005
202300191,曾家豪,男,汉族,中共党员,2005-07-07,15070872066,202300191@hitwh.edu.cn,2023级,汽车工程学院,能源与动力工程,能动2302班,山东青岛,C0005
202300192,任沛东,男,汉族,预备党员,2005-02-24,15968206662,202300192@hitwh.edu.cn,2023级,汽车工程学院,能源与动力工程,能动2302班,黑龙江哈尔滨,C0005
202300193,龚欣怡,女,汉族,群众,2005-11-20,13077457578,202300193@hitwh.edu.cn,2023级,汽车工程学院,能源与动力工程,能动2302班,河北石家庄,C0005
202300194,邓思远,男,汉族,共青团员,2005-12-20,13137550279,202300194@hitwh.edu.cn,2023级,汽车工程学院,能源与动力工程,能动2302班,山东烟台,C0005
202300195,任泽楷,男,汉族,共青团员,2005-10-05,18610739209,202300195@hitwh.edu.cn,2023级,汽车工程学院,能源与动力工程,能动2302班,河北石家庄,C0005
202300196,梁振宇,男,汉族,共青团员,2005-05-24,15493641025,202300196@hitwh.edu.cn,2023级,汽车工程学院,能源与动力工程,能动2302班,辽宁大连,C0005
202300197,孔乐容,女,壮族,共青团员,2005-10-17,13092324145,202300197@hitwh.edu.cn,2023级,汽车工程学院,能源与动力工程,能动2302班,山东济宁,C0005
202300198,吴天佑,男,满族,中共党员,2005-02-14,15316363045,202300198@hitwh.edu.cn,2023级,汽车工程学院,能源与动力工程,能动2302班,安徽合肥,C0005
202300199,石立群,男,汉族,共青团员,2005-07-19,15524115421,202300199@hitwh.edu.cn,2023级,汽车工程学院,能源与动力工程,能动2302班,山东烟台,C0005
202300200,武悦宁,女,汉族,共青团员,2005-05-18,15166545772,202300200@hitwh.edu.cn,2023级,汽车工程学院,能源与动力工程,能动2302班,山东淄博,C0005
202300201,薛俊杰,男,满族,共青团员,2005-02-11,13014696874,202300201@hitwh.edu.cn,2023级,汽车工程学院,能源与动力工程,能动2302班,吉林长春,C0005
202300202,陆紫萱,女,汉族,中共党员,2005-07-08,13178570836,202300202@hitwh.edu.cn,2023级,汽车工程学院,能源与动力工程,能动2302班,山东烟台,C0005
202300203,钟宗翰,男,汉族,群众,2005-03-06,15809666008,202300203@hitwh.edu.cn,2023级,汽车工程学院,能源与动力工程,能动2302班,山东临沂,C0005
202300204,潘景行,男,壮族,共青团员,2005-01-06,18460997166,202300204@hitwh.edu.cn,2023级,汽车工程学院,能源与动力工程,能动2302班,河南郑州,C0005
202300205,刘雨泽,男,蒙古族,共青团员,2005-02-03,13488302563,202300205@hitwh.edu.cn,2023级,汽车工程学院,机械设计制造及其自动化,机电2301班,山东济南,C0009
202300206,余昊天,男,汉族,中共党员,2005-07-22,15298006660,202300206@hitwh.edu.cn,2023级,汽车工程学院,机械设计制造及其自动化,机电2301班,山东济南,C0009
202300207,孟思颖,女,汉族,预备党员,2005-03-28,19790985070,202300207@hitwh.edu.cn,2023级,汽车工程学院,机械设计制造及其自动化,机电2301班,河北石家庄,C0009
202300208,蔡沛东,男,汉族,共青团员,2005-04-24,13359412661,202300208@hitwh.edu.cn,2023级,汽车工程学院,机械设计制造及其自动化,机电2301班,黑龙江哈尔滨,C0009
202300209,贺若曦,女,汉族,共青团员,2005-06-20,17103792662,202300209@hitwh.edu.cn,2023级,汽车工程学院,机械设计制造及其自动化,机电2301班,江苏徐州,C0009
202300210,毛雪晴,女,汉族,共青团员,2005-09-06,13945802361,202300210@hitwh.edu.cn,2023级,汽车工程学院,机械设计制造及其自动化,机电2301班,山东青岛,C0009
202300211,叶俊杰,男,汉族,预备党员,2005-07-18,19589532636,202300211@hitwh.edu.cn,2023级,汽车工程学院,机械设计制造及其自动化,机电2301班,山东济宁,C0009
202300212,熊昊天,男,汉族,共青团员,2005-10-13,15069406481,202300212@hitwh.edu.cn,2023级,汽车工程学院,机械设计制造及其自动化,机电2301班,山东临沂,C0009
202300213,吕博文,男,汉族,共青团员,2005-08-13,19888515145,202300213@hitwh.edu.cn,2023级,汽车工程学院,机械设计制造及其自动化,机电2301班,河南郑州,C0009
202300214,宋景行,男,壮族,中共党员,2005-03-11,17381794577,202300214@hitwh.edu.cn,2023级,汽车工程学院,机械设计制造及其自动化,机电2301班,吉林长春,C0009
202300215,邓佳琪,女,汉族,共青团员,2005-03-05,18323646513,202300215@hitwh.edu.cn,2023级,汽车工程学院,机械设计制造及其自动化,机电2301班,江苏徐州,C0009
202300216,唐博文,男,汉族,群众,2005-06-09,18251555996,202300216@hitwh.edu.cn,2023级,汽车工程学院,机械设计制造及其自动化,机电2301班,安徽合肥,C0009
202300217,袁明哲,男,汉族,共青团员,2005-02-26,13370200744,202300217@hitwh.edu.cn,2023级,汽车工程学院,机械设计制造及其自动化,机电2301班,山东淄博,C0009
202300218,沈景行,男,汉族,共青团员,2005-06-22,18824807034,202300218@hitwh.edu.cn,2023级,汽车工程学院,机械设计制造及其自动化,机电2301班,山东淄博,C0009
202300219,王泽楷,男,汉族,共青团员,2005-06-08,18963981961,202300219@hitwh.edu.cn,2023级,汽车工程学院,机械设计制造及其自动化,机电2301班,吉林长春,C0009
202300220,孟泽楷,男,汉族,共青团员,2005-07-14,13830329011,202300220@hitwh.edu.cn,2023级,汽车工程学院,机械设计制造及其自动化,机电2301班,黑龙江哈尔滨,C0009
202300221,汪天佑,男,蒙古族,群众,2005-03-23,19775930445,202300221@hitwh.edu.cn,2023级,汽车工程学院,机械设计制造及其自动化,机电2301班,江苏徐州,C0009
202300222,毛慕青,女,朝鲜族,共青团员,2005-07-23,15855033873,202300222@hitwh.edu.cn,2023级,汽车工程学院,机械设计制造及其自动化,机电2301班,河北石家庄,C0009
202300223,潘启铭,男,蒙古族,共青团员,2005-02-25,18582934452,202300223@hitwh.edu.cn,2023级,汽车工程学院,机械设计制造及其自动化,机电2301班,山西太原,C0009
202300224,韩文博,男,汉族,共青团员,2005-05-12,19470853209,202300224@hitwh.edu.cn,2023级,汽车工程学院,机械设计制造及其自动化,机电2301班,吉林长春,C0009
202300225,薛志强,男,汉族,共青团员,2005-02-03,18876696035,202300225@hitwh.edu.cn,2023级,汽车工程学院,机械设计制造及其自动化,机电2301班,山西太原,C0009
202300226,蔡承宇,男,回族,群众,2005-02-01,17448916354,202300226@hitwh.edu.cn,2023级,汽车工程学院,机械设计制造及其自动化,机电2301班,山东临沂,C0009
202300227,田语嫣,女,满族,预备党员,2005-11-28,19729732993,202300227@hitwh.edu.cn,2023级,汽车工程学院,机械设计制造及其自动化,机电2301班,山东潍坊,C0009
202300228,赵雨泽,男,汉族,共青团员,2005-03-15,17844789907,202300228@hitwh.edu.cn,2023级,汽车工程学院,机械设计制造及其自动化,机电2301班,山西太原,C0009
202300229,万芷若,女,汉族,共青团员,2005-04-21,18474755843,202300229@hitwh.edu.cn,2023级,汽车工程学院,机械设计制造及其自动化,机电2301班,山西太原,C0009
202300230,冯朗峰,男,汉族,共青团员,2005-11-14,13042645227,202300230@hitwh.edu.cn,2023级,汽车工程学院,机械设计制造及其自动化,机电2301班,山东济宁,C0009
202300231,范昊天,男,汉族,共青团员,2005-01-12,15200135543,202300231@hitwh.edu.cn,2023级,汽车工程学院,机械设计制造及其自动化,机电2301班,山东济南,C0009
202300232,汪静怡,女,汉族,共青团员,2005-10-18,13917724305,202300232@hitwh.edu.cn,2023级,汽车工程学院,机械设计制造及其自动化,机电2301班,黑龙江哈尔滨,C0009
202300233,黄书瑶,女,汉族,共青团员,2005-08-13,18655867371,202300233@hitwh.edu.cn,2023级,汽车工程学院,机械设计制造及其自动化,机电2301班,山东济南,C0009
202300234,邵悦宁,女,汉族,预备党员,2005-05-13,18217300533,202300234@hitwh.edu.cn,2023级,汽车工程学院,机械设计制造及其自动化,机电2301班,山东潍坊,C0009
202300235,黎嘉树,男,朝鲜族,预备党员,2005-04-07,15160806209,202300235@hitwh.edu.cn,2023级,汽车工程学院,机械设计制造及其自动化,机电2301班,辽宁大连,C0009
202300236,廖明哲,男,汉族,共青团员,2005-03-10,17615164896,202300236@hitwh.edu.cn,2023级,汽车工程学院,机械设计制造及其自动化,机电2301班,安徽合肥,C0009
202300237,戴沛东,男,汉族,群众,2005-03-26,19858877311,202300237@hitwh.edu.cn,2023级,汽车工程学院,机械设计制造及其自动化,机电2301班,安徽合肥,C0009
202300238,马思远,男,壮族,共青团员,2005-02-23,15108089169,202300238@hitwh.edu.cn,2023级,汽车工程学院,机械设计制造及其自动化,机电2302班,山东淄博,C0009
202300239,韩云舟,男,汉族,共青团员,2005-07-08,19443800534,202300239@hitwh.edu.cn,2023级,汽车工程学院,机械设计制造及其自动化,机电2302班,山东济宁,C0009
202300240,许书航,男,回族,中共党员,2005-02-04,17916296843,202300240@hitwh.edu.cn,2023级,汽车工程学院,机械设计制造及其自动化,机电2302班,河北石家庄,C0009
202300241,史振宇,男,蒙古族,共青团员,2005-03-17,17353356007,202300241@hitwh.edu.cn,2023级,汽车工程学院,机械设计制造及其自动化,机电2302班,山东烟台,C0009
202300242,秦紫萱,女,汉族,共青团员,2005-12-13,18470732410,202300242@hitwh.edu.cn,2023级,汽车工程学院,机械设计制造及其自动化,机电2302班,山东临沂,C0009
202300243,陆雅雯,女,汉族,共青团员,2005-04-15,19224516216,202300243@hitwh.edu.cn,2023级,汽车工程学院,机械设计制造及其自动化,机电2302班,山东济宁,C0009
202300244,汪泽楷,男,壮族,共青团员,2005-12-27,15671697343,202300244@hitwh.edu.cn,2023级,汽车工程学院,机械设计制造及其自动化,机电2302班,辽宁大连,C0009
202300245,谢庆丰,男,壮族,共青团员,2005-10-08,15572275045,202300245@hitwh.edu.cn,2023级,汽车工程学院,机械设计制造及其自动化,机电2302班,山东烟台,C0009
202300246,尹宗翰,男,朝鲜族,中共党员,2005-06-11,19391945304,202300246@hitwh.edu.cn,2023级,汽车工程学院,机械设计制造及其自动化,机电2302班,山东烟台,C0009
202300247,邵致远,男,满族,共青团员,2005-02-15,19592137162,202300247@hitwh.edu.cn,2023级,汽车工程学院,机械设计制造及其自动化,机电2302班,山东临沂,C0009
202300248,马书航,男,汉族,共青团员,2005-05-18,19336574254,202300248@hitwh.edu.cn,2023级,汽车工程学院,机械设计制造及其自动化,机电2302班,江苏徐州,C0009
202300249,吴宇轩,男,汉族,共青团员,2005-08-07,18933600070,202300249@hitwh.edu.cn,2023级,汽车工程学院,机械设计制造及其自动化,机电2302班,山东临沂,C0009
202300250,郑嘉树,男,汉族,共青团员,2005-01-12,17881025316,202300250@hitwh.edu.cn,2023级,汽车工程学院,机械设计制造及其自动化,机电2302班,山东济宁,C0009
202300251,莫立群,男,汉族,共青团员,2005-10-28,17117898183,202300251@hitwh.edu.cn,2023级,汽车工程学院,机械设计制造及其自动化,机电2302班,山东烟台,C0009
202300252,贺嘉树,男,汉族,共青团员,2005-06-08,18767032826,202300252@hitwh.edu.cn,2023级,汽车工程学院,机械设计制造及其自动化,机电2302班,黑龙江哈尔滨,C0009
202300253,戴若曦,女,汉族,共青团员,2005-11-25,13387930250,202300253@hitwh.edu.cn,2023级,汽车工程学院,机械设计制造及其自动化,机电2302班,山西太原,C0009
202300254,黄启铭,男,汉族,共青团员,2005-07-21,15189666033,202300254@hitwh.edu.cn,2023级,汽车工程学院,机械设计制造及其自动化,机电2302班,江苏徐州,C0009
202300255,冯庆丰,男,汉族,预备党员,2005-03-17,13038196266,202300255@hitwh.edu.cn,2023级,汽车工程学院,机械设计制造及其自动化,机电2302班,江苏徐州,C0009
202300256,谢语嫣,女,满族,共青团员,2005-10-11,13591128815,202300256@hitwh.edu.cn,2023级,汽车工程学院,机械设计制造及其自动化,机电2302班,山东潍坊,C0009
202300257,吕云舟,男,壮族,预备党员,2005-08-27,18110037818,202300257@hitwh.edu.cn,2023级,汽车工程学院,机械设计制造及其自动化,机电2302班,山东淄博,C0009
202300258,冯书航,男,汉族,群众,2005-06-28,18823216472,202300258@hitwh.edu.cn,2023级,汽车工程学院,机械设计制造及其自动化,机电2302班,山东烟台,C0009
202300259,冯浩然,男,汉族,共青团员,2005-05-04,13237988511,202300259@hitwh.edu.cn,2023级,汽车工程学院,机械设计制造及其自动化,机电2302班,安徽合肥,C0009
202300260,董承宇,男,壮族,群众,2005-11-01,13164663235,202300260@hitwh.edu.cn,2023级,汽车工程学院,机械设计制造及其自动化,机电2302班,吉林长春,C0009
202300261,钟文博,男,蒙古族,共青团员,2005-05-10,18912501252,202300261@hitwh.edu.cn,2023级,汽车工程学院,机械设计制造及其自动化,机电2302班,辽宁大连,C0009
202300262,方致远,男,汉族,共青团员,2005-12-05,13710213977,202300262@hitwh.edu.cn,2023级,汽车工程学院,机械设计制造及其自动化,机电2302班,山东潍坊,C0009
202300263,徐昊天,男,汉族,群众,2005-08-08,19517191572,202300263@hitwh.edu.cn,2023级,汽车工程学院,机械设计制造及其自动化,机电2302班,安徽合肥,C0009
202300264,王承宇,男,汉族,预备党员,2005-10-25,18363453022,202300264@hitwh.edu.cn,2023级,汽车工程学院,机械设计制造及其自动化,机电2302班,山东济宁,C0009
